	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)	(85)	(86)	(87)	(88)	(89)	(90)	(91)	(92)	(93)	(94)	(95)	(96)	(97)	(98)	(99)	(100)	(101)	(102)	(103)	(104)	(105)	(106)	(107)	(108)	(109)	(110)	(111)	(112)	(113)	(114)	(115)	(116)	(117)	(118)	(119)	(120)	(121)	(122)	(123)	(124)	(125)	(126)	(127)	(128)	(129)	(130)	(131)	(132)	(133)	(134)	(135)	(136)	(137)	(138)	(139)	(140)	(141)	(142)	(143)	(144)	(145)	(146)	(147)	(148)	(149)	(150)	(151)	(152)	(153)	(154)	(155)	(156)	(157)	(158)	(159)	(160)	(161)	(162)	(163)	(164)	(165)	(166)	(167)	(168)	(169)	(170)	(171)	(172)	(173)	(174)	(175)	(176)	(177)	(178)	(179)	(180)	(181)	(182)	(183)	(184)	(185)	(186)	(187)	(188)	(189)	(190)	(191)	(192)	(193)	(194)	(195)	(196)	(197)	(198)	(199)	(200)	(201)	(202)	(203)	(204)	(205)	(206)	(207)	(208)	(209)	(210)	(211)	(212)	(213)	(214)	(215)	(216)	(217)	(218)	(219)	(220)	(221)	(222)	(223)	(224)	(225)	(226)	(227)	(228)	(229)	(230)	(231)	(232)	(233)	(234)	(235)	(236)	(237)	(238)	(239)	(240)	(241)	(242)	(243)	(244)	(245)	(246)	(247)	(248)	(249)	(250)	(251)	(252)	(253)	(254)	(255)	(256)	(257)	(258)	(259)	(260)	(261)	(262)	(263)	(264)	(265)	(266)	(267)	(268)	(269)	(270)	(271)	(272)	(273)	(274)	(275)	(276)	(277)	(278)	(279)	(280)	(281)	(282)	(283)	(284)	(285)	(286)	(287)	(288)
ntb	0.0124*	0.00737	0.0162	0.0108	0.00720	0.0145	0.0123*	0.0101	0.0175	0.0123*	0.00932	0.0180	0.0124*	0.00737	0.0162	0.0108	0.00720	0.0145	0.0123*	0.0101	0.0175	0.0123*	0.00932	0.0180	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201	0.0157**	0.0104	0.0183	0.0142*	0.0103	0.0168	0.0156**	0.0132*	0.0196	0.0156**	0.0124	0.0201
	(0.00743)	(0.00762)	(0.0147)	(0.00743)	(0.00762)	(0.0147)	(0.00740)	(0.00761)	(0.0147)	(0.00742)	(0.00759)	(0.0147)	(0.00743)	(0.00762)	(0.0147)	(0.00743)	(0.00762)	(0.0147)	(0.00740)	(0.00761)	(0.0147)	(0.00742)	(0.00759)	(0.0147)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)	(0.00760)	(0.00780)	(0.0146)	(0.00760)	(0.00780)	(0.0146)	(0.00757)	(0.00779)	(0.0145)	(0.00758)	(0.00776)	(0.0145)
ln_t_savg_ahs	-0.0104***	0.0259***	-0.00119										-0.0104***	0.0259***	-0.00119										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255										-0.0114***	0.0270***	-0.00255									
	(0.00384)	(0.00344)	(0.00728)										(0.00384)	(0.00344)	(0.00728)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)										(0.00391)	(0.00349)	(0.00723)									
ln_t_iwahs				0.00113	0.0237***	0.00942*										0.00113	0.0237***	0.00942*										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712										-0.000303	0.0238***	0.00712						
				(0.00304)	(0.00285)	(0.00549)										(0.00304)	(0.00285)	(0.00549)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)										(0.00310)	(0.00290)	(0.00545)						
ln_t_iwmfn							-0.0189***	0.00884**	-0.0198***										-0.0189***	0.00884**	-0.0198***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***										-0.0202***	0.00967***	-0.0207***			
							(0.00379)	(0.00360)	(0.00709)										(0.00379)	(0.00360)	(0.00709)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)										(0.00387)	(0.00366)	(0.00703)			
ln_t_savg_mfn										-0.0143***	0.0160***	-0.0194**										-0.0143***	0.0160***	-0.0194**										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***										-0.0157***	0.0171***	-0.0209***
										(0.00404)	(0.00371)	(0.00760)										(0.00404)	(0.00371)	(0.00760)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)										(0.00412)	(0.00378)	(0.00753)
Constant	0.983***	-1.031***	0.305	0.941***	-1.025***	0.257	1.023***	-1.011***	0.385	1.005***	-1.036***	0.382	0.983***	-1.031***	0.305	0.941***	-1.025***	0.257	1.023***	-1.011***	0.385	1.005***	-1.036***	0.382	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.925***	-1.097***	-0.160	0.882***	-1.138***	-0.225	0.968***	-1.078***	-0.0364	0.943***	-1.165***	-0.0326	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.160	0.894***	-1.089***	-0.225	0.978***	-1.078***	-0.0364	0.960***	-1.103***	-0.0326	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935	0.935***	-1.097***	-0.209	0.894***	-1.089***	-0.266	0.978***	-1.078***	-0.0997	0.960***	-1.103***	-0.0935
	(0.0180)	(0.0857)	(0.271)	(0.0151)	(0.0854)	(0.268)	(0.0193)	(0.0871)	(0.270)	(0.0204)	(0.0873)	(0.271)	(0.0180)	(0.0857)	(0.271)	(0.0151)	(0.0854)	(0.268)	(0.0193)	(0.0871)	(0.270)	(0.0204)	(0.0873)	(0.271)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0391)	(0.0858)	(0.156)	(0.0380)	(0.0795)	(0.149)	(0.0397)	(0.0872)	(0.154)	(0.0396)	(0.0817)	(0.155)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.156)	(0.0155)	(0.0856)	(0.149)	(0.0197)	(0.0872)	(0.154)	(0.0209)	(0.0874)	(0.155)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)	(0.0184)	(0.0858)	(0.210)	(0.0155)	(0.0856)	(0.207)	(0.0197)	(0.0872)	(0.209)	(0.0209)	(0.0874)	(0.212)
																																																																																																																																																																																																																																																																																																
Observations	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,829	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905	9,905
